codigo;disciplina;ch;periodo;modulo;estrutura_curricular;Série/Módulo;curso;modalidade;campus;vagas;pré-requisito
MACELTACEL2;ACIONAMENTOS ELÉTRICOS;120;2022.1;MOD22046 - ELETROTÉCNICA_INTEGRADO_2ª SÉRIE_2020.1;042018 - 2020.1;2;ELETROTECNICA;Integrado;CAMPUS MACEIO;22;não se aplica
MACELTACEL2;ACIONAMENTOS ELÉTRICOS;120;2022.1;MOD22046 - ELETROTÉCNICA_INTEGRADO_2ª SÉRIE_2020.1;042018 - 2020.1;2;ELETROTECNICA;Integrado;CAMPUS MACEIO;20;não se aplica
MACELTACEL2;ACIONAMENTOS ELÉTRICOS;120;2022.1;MOD22046 - ELETROTÉCNICA_INTEGRADO_2ª SÉRIE_2020.1;042018 - 2020.1;2;ELETROTECNICA;Integrado;CAMPUS MACEIO;15;não se aplica
MACELTACEL2;ACIONAMENTOS ELÉTRICOS;120;2022.1;MOD22046 - ELETROTÉCNICA_INTEGRADO_2ª SÉRIE_2020.1;042018 - 2020.1;2;ELETROTECNICA;Integrado;CAMPUS MACEIO;21;não se aplica
MACELTACEL2;ACIONAMENTOS ELÉTRICOS;120;2022.1;MOD22046 - ELETROTÉCNICA_INTEGRADO_2ª SÉRIE_2020.1;042018 - 2020.1;2;ELETROTECNICA;Integrado;CAMPUS MACEIO;21;não se aplica
MACELTACEL2;ACIONAMENTOS ELÉTRICOS;120;2022.1;MOD22046 - ELETROTÉCNICA_INTEGRADO_2ª SÉRIE_2020.1;042018 - 2020.1;2;ELETROTECNICA;Integrado;CAMPUS MACEIO;15;não se aplica
PINELTACEL2;ACIONAMENTOS ELÉTRICOS;120;2022.1;MOD0117 - ELETROTÉCNICA_INTEGRADO_2ª SÉRIE_2020.1;05 - 2020.1;2;ELETROTECNICA;Integrado;CAMPUS PALMEIRA DOS INDIOS;30;não se aplica
PINELTACEL2;ACIONAMENTOS ELÉTRICOS;120;2022.1;MOD0117 - ELETROTÉCNICA_INTEGRADO_2ª SÉRIE_2020.1;05 - 2020.1;2;ELETROTECNICA;Integrado;CAMPUS PALMEIRA DOS INDIOS;60;não se aplica
PINELTACEL2;ACIONAMENTOS ELÉTRICOS;120;2022.1;MOD0117 - ELETROTÉCNICA_INTEGRADO_2ª SÉRIE_2020.1;05 - 2020.1;2;ELETROTECNICA;Integrado;CAMPUS PALMEIRA DOS INDIOS;30;não se aplica
PINELTACEL2;ACIONAMENTOS ELÉTRICOS;120;2022.1;MOD0117 - ELETROTÉCNICA_INTEGRADO_2ª SÉRIE_2020.1;05 - 2020.1;2;ELETROTECNICA;Integrado;CAMPUS PALMEIRA DOS INDIOS;60;não se aplica
ELET23;ACIONAMENTOS ELETROELETRÔNICOS;40;2022.2;MOD0510 - ELET_SUB_SEMESTRE IV_2017.1;01 - 2017.1;4;ELETROELETRONICA;Subsequente;CAMPUS ARAPIRACA;50;não se aplica
ARAELOACEL3;ACIONAMENTOS ELETROELETRÔNICOS;80;2022.1;MOD0519 - ELETROELETRÔNICA-INTEGRADO-3ª SÉRIE-2020;049 - 2020.1;3;ELETROELETRONICA;Integrado;CAMPUS ARAPIRACA;50;não se aplica
ARAELOACEL3;ACIONAMENTOS ELETROELETRÔNICOS;80;2022.1;MOD0519 - ELETROELETRÔNICA-INTEGRADO-3ª SÉRIE-2020;049 - 2020.1;3;ELETROELETRONICA;Integrado;CAMPUS ARAPIRACA;50;não se aplica
ADM054;ADMINISTRAÇÃO AMBIENTAL;80;2022.1;MOD0018 - ADM_INT_4ª SÉRIE;01 - 2017.1;4;ADMINISTRACAO;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
ADM054;ADMINISTRAÇÃO AMBIENTAL;80;2022.1;MOD0018 - ADM_INT_4ª SÉRIE;01 - 2017.1;4;ADMINISTRACAO;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
ADM039;ADMINISTRAÇÃO AMBIENTAL;40;2022.1;MOD0015 - ADM_3º MÓDULO_2016.2;02 - 2016.2;3;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM039;ADMINISTRAÇÃO AMBIENTAL;40;2022.1;MOD0015 - ADM_3º MÓDULO_2016.2;02 - 2016.2;3;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM039;ADMINISTRAÇÃO AMBIENTAL;40;2022.2;MOD0015 - ADM_3º MÓDULO_2016.2;02 - 2016.2;3;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM039;ADMINISTRAÇÃO AMBIENTAL;40;2022.2;MOD0015 - ADM_3º MÓDULO_2016.2;02 - 2016.2;3;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
MAC18AAST2;ADMINISTRAÇÃO APLICADA A SEGURANÇA DO TRABALHO;40;2022.1;MOD0589 - SEG. TRABALHO SUBSEQUENTE 2017.1 - 2º MÓDULO;02 - 2017.1;2;SEGURANCA DO TRABALHO;Subsequente;CAMPUS MACEIO;40;não se aplica
MAC18AAST2;ADMINISTRAÇÃO APLICADA A SEGURANÇA DO TRABALHO;40;2022.1;MOD0589 - SEG. TRABALHO SUBSEQUENTE 2017.1 - 2º MÓDULO;02 - 2017.1;2;SEGURANCA DO TRABALHO;Subsequente;CAMPUS MACEIO;40;não se aplica
ST032;ADMINISTRAÇÃO APLICADA A SEGURANÇA DO TRABALHO;40;2022.2;MOD0105 - SEG_TRAB - SUBSEQUENTE - 2º MÓDULO - 2016.2;02 - 2016.2;2;SEGURANCA DO TRABALHO;Subsequente;CAMPUS PALMEIRA DOS INDIOS;60;não se aplica
SETR005;ADMINISTRAÇÃO APLICADA A SEGURANÇA DO TRABALHO;40;2022.1;MOD0461 - SETR - MÓDULO 2 - 2016.1;046 - 2016.1;2;SEGURANCA DO TRABALHO;Subsequente;CAMPUS SAO MIGUEL DOS CAMPOS;50;não se aplica
SETR005;ADMINISTRAÇÃO APLICADA A SEGURANÇA DO TRABALHO;40;2022.1;MOD0461 - SETR - MÓDULO 2 - 2016.1;046 - 2016.1;2;SEGURANCA DO TRABALHO;Subsequente;CAMPUS SAO MIGUEL DOS CAMPOS;50;não se aplica
SETR005;ADMINISTRAÇÃO APLICADA A SEGURANÇA DO TRABALHO;40;2022.2;MOD0461 - SETR - MÓDULO 2 - 2016.1;046 - 2016.1;2;SEGURANCA DO TRABALHO;Subsequente;CAMPUS SAO MIGUEL DOS CAMPOS;50;não se aplica
SETR005;ADMINISTRAÇÃO APLICADA A SEGURANÇA DO TRABALHO;40;2022.2;MOD0461 - SETR - MÓDULO 2 - 2016.1;046 - 2016.1;2;SEGURANCA DO TRABALHO;Subsequente;CAMPUS SAO MIGUEL DOS CAMPOS;50;não se aplica
ADM029;ADMINISTRAÇÃO DE RECURSOS HUMANOS;80;2022.1;MOD0014 - ADM_2º MÓDULO_2016.2;02 - 2016.2;2;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM029;ADMINISTRAÇÃO DE RECURSOS HUMANOS;80;2022.1;MOD0014 - ADM_2º MÓDULO_2016.2;02 - 2016.2;2;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM029;ADMINISTRAÇÃO DE RECURSOS HUMANOS;80;2022.2;MOD0014 - ADM_2º MÓDULO_2016.2;02 - 2016.2;2;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM029;ADMINISTRAÇÃO DE RECURSOS HUMANOS;80;2022.2;MOD0014 - ADM_2º MÓDULO_2016.2;02 - 2016.2;2;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
MAC69ADSW4;ADMINISTRAÇÃO DE SERVIÇOS WEB;80;2022.1;MOD0587 - INFORMÁTICA INTERNET INTEGRADO 2016.1 - 4º ANO;01 - 2016.1;4;INFORMATICA PARA A INTERNET ;Integrado;CAMPUS MACEIO;40;não se aplica
MAC69ADSW4;ADMINISTRAÇÃO DE SERVIÇOS WEB;80;2022.1;MOD0587 - INFORMÁTICA INTERNET INTEGRADO 2016.1 - 4º ANO;01 - 2016.1;4;INFORMATICA PARA A INTERNET ;Integrado;CAMPUS MACEIO;40;não se aplica
MAC69ADSW4;ADMINISTRAÇÃO DE SERVIÇOS WEB;80;2022.1;MOD0587 - INFORMÁTICA INTERNET INTEGRADO 2016.1 - 4º ANO;01 - 2016.1;4;INFORMATICA PARA A INTERNET ;Integrado;CAMPUS MACEIO;40;não se aplica
ADSW;ADMINISTRAÇÃO DE SERVIÇOS WEB;80;2022.1;MOD0020 - INFORMÁTICA PARA INTERNET - 4ª SÉRIE - 2017.1;01 - 2017.1;4;INFORMATICA PARA INTERNET;Integrado;CAMPUS VICOSA;50;não se aplica
ADSW;ADMINISTRAÇÃO DE SERVIÇOS WEB;80;2022.1;MOD0020 - INFORMÁTICA PARA INTERNET - 4ª SÉRIE - 2017.1;01 - 2017.1;4;INFORMATICA PARA INTERNET;Integrado;CAMPUS VICOSA;50;não se aplica
VICINIADSW3;ADMINISTRAÇÃO DE SERVIÇOS WEB;80;2022.1;MOD0028 - INFORMÁTICA PARA INTERNET-INTEGRADO-3ªSÉRIE-2020;02 - 2020.1;3;INFORMATICA PARA INTERNET;Integrado;CAMPUS VICOSA;50;não se aplica
VICINIADSW3;ADMINISTRAÇÃO DE SERVIÇOS WEB;80;2022.1;MOD0028 - INFORMÁTICA PARA INTERNET-INTEGRADO-3ªSÉRIE-2020;02 - 2020.1;3;INFORMATICA PARA INTERNET;Integrado;CAMPUS VICOSA;50;não se aplica
INFO007;ADMINISTRAÇÃO DE SISTEMAS OPERACIONAIS;80;2022.1;MOD0018 - INFORMÁTICA_2º MÓDULO_EAD_2018.1;01 - 2018.1;2;INFORMATICA;Subsequente;DIRETORIA DE EDUCACAO A DISTANCIA/PROEN;10;não se aplica
INFO007;ADMINISTRAÇÃO DE SISTEMAS OPERACIONAIS;80;2022.1;MOD0018 - INFORMÁTICA_2º MÓDULO_EAD_2018.1;01 - 2018.1;2;INFORMATICA;Subsequente;DIRETORIA DE EDUCACAO A DISTANCIA/PROEN;10;não se aplica
INFO007;ADMINISTRAÇÃO DE SISTEMAS OPERACIONAIS;80;2022.1;MOD0018 - INFORMÁTICA_2º MÓDULO_EAD_2018.1;01 - 2018.1;2;INFORMATICA;Subsequente;DIRETORIA DE EDUCACAO A DISTANCIA/PROEN;10;não se aplica
INFO007;ADMINISTRAÇÃO DE SISTEMAS OPERACIONAIS;80;2022.1;MOD0018 - INFORMÁTICA_2º MÓDULO_EAD_2018.1;01 - 2018.1;2;INFORMATICA;Subsequente;DIRETORIA DE EDUCACAO A DISTANCIA/PROEN;10;não se aplica
AGRO055;ADMINISTRAÇÃO E ECONOMIA RURAL;80;2022.1;MOD0004 - AGRO - 4ª SERIE 2011;01 - 2011.1;4;AGROECOLOGIA;Integrado;CAMPUS MARAGOGI;60;não se aplica
AGRO055;ADMINISTRAÇÃO E ECONOMIA RURAL;80;2022.1;MOD0004 - AGRO - 4ª SERIE 2011;01 - 2011.1;4;AGROECOLOGIA;Integrado;CAMPUS MARAGOGI;60;não se aplica
AEC055;ADMINISTRAÇÃO E ECONOMIA RURAL;80;2022.1;MOD0004 - AEC - 4ª SÉRIE - 2011;01 - 2011.1;4;AGROECOLOGIA;Integrado;CAMPUS MURICI;30;não se aplica
AEC055;ADMINISTRAÇÃO E ECONOMIA RURAL;80;2022.1;MOD0004 - AEC - 4ª SÉRIE - 2011;01 - 2011.1;4;AGROECOLOGIA;Integrado;CAMPUS MURICI;30;não se aplica
AEC055;ADMINISTRAÇÃO E ECONOMIA RURAL;80;2022.1;MOD0008 - AEC - 4ª SÉRIE - 2011;01 - 2011.1;4;AGROECOLOGIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
AEC055;ADMINISTRAÇÃO E ECONOMIA RURAL;80;2022.1;MOD0008 - AEC - 4ª SÉRIE - 2011;01 - 2011.1;4;AGROECOLOGIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
SANADMAFOE3;ADMINISTRAÇÃO FINCEIRA, ORÇAMENTÁRIA E EMPRESARIAL;80;2022.1;MOD0029 - ADMINISTRAÇÃO-INTEGRADO-3ª SÉRIE-2020;02 - 2020.1;3;ADMINISTRACAO;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
SANADMAFOE3;ADMINISTRAÇÃO FINCEIRA, ORÇAMENTÁRIA E EMPRESARIAL;80;2022.1;MOD0029 - ADMINISTRAÇÃO-INTEGRADO-3ª SÉRIE-2020;02 - 2020.1;3;ADMINISTRACAO;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
ADM028;ADMINISTRAÇÃO RURAL;80;2022.1;MOD0013 - ADM_1º MÓDULO_2016.2;02 - 2016.2;1;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM028;ADMINISTRAÇÃO RURAL;80;2022.1;MOD0013 - ADM_1º MÓDULO_2016.2;02 - 2016.2;1;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM028;ADMINISTRAÇÃO RURAL;80;2022.2;MOD0013 - ADM_1º MÓDULO_2016.2;02 - 2016.2;1;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM028;ADMINISTRAÇÃO RURAL;80;2022.2;MOD0013 - ADM_1º MÓDULO_2016.2;02 - 2016.2;1;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
MARAGRAEER3;ADMINISTRAÇÃO, EMPREENDEDORISMO E EXTENSÃO RURAL;80;2022.1;MOD0018 - AGROECOLOGIA_INTEGRADO_3ª SÉRIE_2020;02 - 2020.1;3;AGROECOLOGIA;Integrado;CAMPUS MARAGOGI;60;não se aplica
MARAGRAEER3;ADMINISTRAÇÃO, EMPREENDEDORISMO E EXTENSÃO RURAL;80;2022.1;MOD0018 - AGROECOLOGIA_INTEGRADO_3ª SÉRIE_2020;02 - 2020.1;3;AGROECOLOGIA;Integrado;CAMPUS MARAGOGI;60;não se aplica
MADGUTAGTO2;AGENCIAMENTO E TRANSPORTE TURÍSTICO;80;2022.1;MOD0054 - GUIA DE TURISMO- INTEGRADO-2ª SÉRIE - 2020;03 - 2020.1;2;GUIA DE TURISMO;Integrado;CAMPUS MARECHAL DEODORO;50;não se aplica
SATAPEAGRI2;AGRICULTURA;80;2022.1;MOD0159 - AGROPECUÁRIA-INTEGRADO-2ª SÉRIE-2020;02 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
SATAPEAGRI2;AGRICULTURA;80;2022.1;MOD0159 - AGROPECUÁRIA-INTEGRADO-2ª SÉRIE-2020;02 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
SATAPEAGRI2;AGRICULTURA;80;2022.1;MOD0159 - AGROPECUÁRIA-INTEGRADO-2ª SÉRIE-2020;02 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
SATAPEAGRI1;AGRICULTURA;120;2022.1;MOD0157 - AGROPECUÁRIA-INTEGRADO-1ªSERIE-2020;02 - 2020.1;1;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
SATAPEAGRI1;AGRICULTURA;120;2022.1;MOD0157 - AGROPECUÁRIA-INTEGRADO-1ªSERIE-2020;02 - 2020.1;1;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
SATAPEAGRI1;AGRICULTURA;120;2022.1;MOD0157 - AGROPECUÁRIA-INTEGRADO-1ªSERIE-2020;02 - 2020.1;1;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
SATAPEAGRI1;AGRICULTURA;120;2022.1;MOD0157 - AGROPECUÁRIA-INTEGRADO-1ªSERIE-2020;02 - 2020.1;1;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
SATAPEAGRI1;AGRICULTURA;120;2022.1;MOD0157 - AGROPECUÁRIA-INTEGRADO-1ªSERIE-2020;02 - 2020.1;1;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
SATAPEAGRI2;AGRICULTURA;80;2022.1;MOD0159 - AGROPECUÁRIA-INTEGRADO-2ª SÉRIE-2020;02 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
AGR007;AGRICULTURA I;80;2022.1;MOD0001 - AGR - 1º MÓDULO - 2011;01 - 2011.1;1;AGROPECUARIA;Subsequente;CAMPUS SANTANA DO IPANEMA;50;não se aplica
AGROPSUB07;AGRICULTURA I;80;2022.1;MOD0093 - AGROP-SUB - MÓDULO I - 2013.1;011 - 2013.1;1;AGROPECUARIA;Subsequente;CAMPUS SATUBA;50;não se aplica
AGROPSUB07;AGRICULTURA I;80;2022.1;MOD0093 - AGROP-SUB - MÓDULO I - 2013.1;011 - 2013.1;1;AGROPECUARIA;Subsequente;CAMPUS SATUBA;50;não se aplica
AGROPSUB07;AGRICULTURA I;80;2022.2;MOD0093 - AGROP-SUB - MÓDULO I - 2013.1;011 - 2013.1;1;AGROPECUARIA;Subsequente;CAMPUS SATUBA;50;não se aplica
PIRAPEAGRI2;AGRICULTURA II;80;2022.1;MOD0021 - AGROPECUÁRIA-INTEGRADO-2ªSÉRIE-2020;01 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
PIRAPEAGRI2;AGRICULTURA II;80;2022.1;MOD0021 - AGROPECUÁRIA-INTEGRADO-2ªSÉRIE-2020;01 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
AGR010;AGRICULTURA II;80;2022.1;MOD0002 - AGR - 2º MÓDULO - 2011;01 - 2011.1;2;AGROPECUARIA;Subsequente;CAMPUS SANTANA DO IPANEMA;50;não se aplica
SANAPEAGRI2;AGRICULTURA II;80;2022.1;MOD0030 - AGROPECUÁRIA-INTEGRADO-2ªSÉRIE-2020;02 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
SANAPEAGRI2;AGRICULTURA II;80;2022.1;MOD0030 - AGROPECUÁRIA-INTEGRADO-2ªSÉRIE-2020;02 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
AGROPSUB10;AGRICULTURA II;80;2022.1;MOD0094 - AGROP-SUB - MÓDULO II - 2013.1;011 - 2013.1;2;AGROPECUARIA;Subsequente;CAMPUS SATUBA;50;não se aplica
AGROPSUB10;AGRICULTURA II;80;2022.2;MOD0094 - AGROP-SUB - MÓDULO II - 2013.1;011 - 2013.1;2;AGROPECUARIA;Subsequente;CAMPUS SATUBA;50;não se aplica
AGROPSUB10;AGRICULTURA II;80;2022.2;MOD0094 - AGROP-SUB - MÓDULO II - 2013.1;011 - 2013.1;2;AGROPECUARIA;Subsequente;CAMPUS SATUBA;50;não se aplica
AGR019;AGRICULTURA III;100;2022.1;MOD0003 - AGR - 3º MÓDULO - 2011;01 - 2011.1;3;AGROPECUARIA;Subsequente;CAMPUS SANTANA DO IPANEMA;50;não se aplica
AGROPSUB19;AGRICULTURA III;100;2022.1;MOD0095 - AGROP-SUB - MÓDULO III - 2013.1;011 - 2013.1;3;AGROPECUARIA;Subsequente;CAMPUS SATUBA;50;não se aplica
AGROPSUB19;AGRICULTURA III;100;2022.1;MOD0095 - AGROP-SUB - MÓDULO III - 2013.1;011 - 2013.1;3;AGROPECUARIA;Subsequente;CAMPUS SATUBA;50;não se aplica
AGROPSUB19;AGRICULTURA III;100;2022.2;MOD0095 - AGROP-SUB - MÓDULO III - 2013.1;011 - 2013.1;3;AGROPECUARIA;Subsequente;CAMPUS SATUBA;50;não se aplica
AGRO-INT-051;AGRICULTURA IV;160;2022.1;MOD0007 - AGRO-INT - 4ª SÉRIE;01 - 2012.1;4;AGROPECUARIA;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
AGRO-INT-051;AGRICULTURA IV;160;2022.1;MOD0007 - AGRO-INT - 4ª SÉRIE;01 - 2012.1;4;AGROPECUARIA;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
AEC041;AGROENERGIA;80;2022.1;MOD0003 - AEC - 3ª SÉRIE - 2011;01 - 2011.1;3;AGROECOLOGIA;Integrado;CAMPUS MURICI;50;não se aplica
AEC041;AGROENERGIA;80;2022.1;MOD0003 - AEC - 3ª SÉRIE - 2011;01 - 2011.1;3;AGROECOLOGIA;Integrado;CAMPUS MURICI;50;não se aplica
AGR014;AGROINDÚSTRIA;160;2022.1;MOD0003 - AGR - 3º MÓDULO - 2011;01 - 2011.1;3;AGROPECUARIA;Subsequente;CAMPUS SANTANA DO IPANEMA;50;não se aplica
AGRO-INT-049;AGROINDÚSTRIA;160;2022.1;MOD0007 - AGRO-INT - 4ª SÉRIE;01 - 2012.1;4;AGROPECUARIA;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
AGRO-INT-049;AGROINDÚSTRIA;160;2022.1;MOD0007 - AGRO-INT - 4ª SÉRIE;01 - 2012.1;4;AGROPECUARIA;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
AGROPSUB14;AGROINDÚSTRIA;160;2022.1;MOD0095 - AGROP-SUB - MÓDULO III - 2013.1;011 - 2013.1;3;AGROPECUARIA;Subsequente;CAMPUS SATUBA;50;não se aplica
AGROPSUB14;AGROINDÚSTRIA;160;2022.1;MOD0095 - AGROP-SUB - MÓDULO III - 2013.1;011 - 2013.1;3;AGROPECUARIA;Subsequente;CAMPUS SATUBA;50;não se aplica
AGROPSUB14;AGROINDÚSTRIA;160;2022.2;MOD0095 - AGROP-SUB - MÓDULO III - 2013.1;011 - 2013.1;3;AGROPECUARIA;Subsequente;CAMPUS SATUBA;50;não se aplica
PROAL06;AGROINDÚSTRIA 1;40;2022.1;MOD0152 - ALIMENTOS_PROEJA_1ª FASE_2006.1;08 - 2006.1;1;QUALIFICACAO EM PROCESSAMENTO DE ALIMENTOS;Integrado/EJA/FIC;CAMPUS SATUBA;50;não se aplica
PROAL06;AGROINDÚSTRIA 1;40;2022.2;MOD0152 - ALIMENTOS_PROEJA_1ª FASE_2006.1;08 - 2006.1;1;QUALIFICACAO EM PROCESSAMENTO DE ALIMENTOS;Integrado/EJA/FIC;CAMPUS SATUBA;50;não se aplica
PROAL013;AGROINDÚSTRIA 2;80;2022.2;MOD0153 - ALIMENTOS_PROEJA_2ª FASE_2006.1;08 - 2006.1;2;QUALIFICACAO EM PROCESSAMENTO DE ALIMENTOS;Integrado/EJA/FIC;CAMPUS SATUBA;50;não se aplica
PROAL019;AGROINDÚSTRIA 3;80;2022.1;MOD0154 - ALIMENTOS_PROEJA_3ª FASE_2006.1;08 - 2006.1;3;QUALIFICACAO EM PROCESSAMENTO DE ALIMENTOS;Integrado/EJA/FIC;CAMPUS SATUBA;50;não se aplica
PROAL024;AGROINDÚSTRIA 4;80;2022.2;MOD0155 - ALIMENTOS_PROEJA_4ª FASE_2006.1;08 - 2006.1;4;QUALIFICACAO EM PROCESSAMENTO DE ALIMENTOS;Integrado/EJA/FIC;CAMPUS SATUBA;50;não se aplica
PENMAMANAA3;ANÁLISE DE AMOSTRAS AMBIENTAIS;80;2022.1;MOD0032 - MEIO_AMBIENTE_INTEGRADO_3ª SÉRIE_2020.1;04 - 2020.1;3;MEIO AMBIENTE;Integrado;CAMPUS PENEDO;50;não se aplica
PENMAMANAA3;ANÁLISE DE AMOSTRAS AMBIENTAIS;80;2022.1;MOD0032 - MEIO_AMBIENTE_INTEGRADO_3ª SÉRIE_2020.1;04 - 2020.1;3;MEIO AMBIENTE;Integrado;CAMPUS PENEDO;50;não se aplica
VICINIANPS3;ANÁLISE E PROJETO DE SOFTWARE;80;2022.1;MOD0028 - INFORMÁTICA PARA INTERNET-INTEGRADO-3ªSÉRIE-2020;02 - 2020.1;3;INFORMATICA PARA INTERNET;Integrado;CAMPUS VICOSA;50;não se aplica
VICINIANPS3;ANÁLISE E PROJETO DE SOFTWARE;80;2022.1;MOD0028 - INFORMÁTICA PARA INTERNET-INTEGRADO-3ªSÉRIE-2020;02 - 2020.1;3;INFORMATICA PARA INTERNET;Integrado;CAMPUS VICOSA;50;não se aplica
INFO009;ANÁLISE E PROJETO DE SOFTWARE;60;2022.1;MOD0018 - INFORMÁTICA_2º MÓDULO_EAD_2018.1;01 - 2018.1;2;INFORMATICA;Subsequente;DIRETORIA DE EDUCACAO A DISTANCIA/PROEN;10;não se aplica
INFO009;ANÁLISE E PROJETO DE SOFTWARE;60;2022.1;MOD0018 - INFORMÁTICA_2º MÓDULO_EAD_2018.1;01 - 2018.1;2;INFORMATICA;Subsequente;DIRETORIA DE EDUCACAO A DISTANCIA/PROEN;10;não se aplica
INFO009;ANÁLISE E PROJETO DE SOFTWARE;60;2022.1;MOD0018 - INFORMÁTICA_2º MÓDULO_EAD_2018.1;01 - 2018.1;2;INFORMATICA;Subsequente;DIRETORIA DE EDUCACAO A DISTANCIA/PROEN;10;não se aplica
INFO009;ANÁLISE E PROJETO DE SOFTWARE;60;2022.1;MOD0018 - INFORMÁTICA_2º MÓDULO_EAD_2018.1;01 - 2018.1;2;INFORMATICA;Subsequente;DIRETORIA DE EDUCACAO A DISTANCIA/PROEN;10;não se aplica
MACDSIAPSF3;ANÁLISE E PROJETO DE SOFTWARE E INTERFACE HUMANO MÁQUINA;80;2022.1;MOD22057 - DESENVOL. DE SISTEMAS-INTEGRADO-3ª SÉRIE-2020;01 - 2020.1;3;DESENVOLVIMENTO DE SISTEMAS;Integrado;CAMPUS MACEIO;50;não se aplica
MACDSIAPSF3;ANÁLISE E PROJETO DE SOFTWARE E INTERFACE HUMANO MÁQUINA;80;2022.1;MOD22057 - DESENVOL. DE SISTEMAS-INTEGRADO-3ª SÉRIE-2020;01 - 2020.1;3;DESENVOLVIMENTO DE SISTEMAS;Integrado;CAMPUS MACEIO;50;não se aplica
MACDSIAPSF3;ANÁLISE E PROJETO DE SOFTWARE E INTERFACE HUMANO MÁQUINA;80;2022.1;MOD22057 - DESENVOL. DE SISTEMAS-INTEGRADO-3ª SÉRIE-2020;01 - 2020.1;3;DESENVOLVIMENTO DE SISTEMAS;Integrado;CAMPUS MACEIO;50;não se aplica
BATBIOAFQP2;ANÁLISE FÍSICO QUÍMICA E PRÁTICAS LABORATORIAIS;80;2022.1;MOD0018 - BIOTECNOLOGIA-INTEGRADO-2ª SÉRIE-2020;01 - 2020.1;2;BIOTECNOLOGIA;Integrado;CAMPUS BATALHA;55;não se aplica
QUI021;ANÁLISE INSTRUMENTAL;80;2022.1;MOD0019 - QUI - IV SEMESTRE - 2017.1;01 - 2017.1;4;QUIMICA;Subsequente;CAMPUS PENEDO;50;não se aplica
QUI021;ANÁLISE INSTRUMENTAL;80;2022.2;MOD0019 - QUI - IV SEMESTRE - 2017.1;01 - 2017.1;4;QUIMICA;Subsequente;CAMPUS PENEDO;40;não se aplica
AIN041;ANÁLISES E LEGISLAÇÃO DE ALIMENTOS;160;2022.1;MOD0007 - AIN - 3ª SÉRIE - 2011;01 - 2011.1;3;AGROINDUSTRIA;Integrado;CAMPUS MURICI;40;não se aplica
AIN041;ANÁLISES E LEGISLAÇÃO DE ALIMENTOS;160;2022.1;MOD0007 - AIN - 3ª SÉRIE - 2011;01 - 2011.1;3;AGROINDUSTRIA;Integrado;CAMPUS MURICI;40;não se aplica
ENF001;ANATOMIA E FISIOLOGIA;80;2022.1;MOD0017 - ENFERMAGEM SUBSEQ_MÓDULO I _2020.1;03 - 2020.1;1;ENFERMAGEM;Subsequente;CAMPUS AVANCADO BENEDITO BENTES;28;não se aplica
